-0.14883041	0.31170642	-0.30198392	-0.1818071	0.11735425	-0.20529398	0.1224246	0.14234556	-0.21589606	0.19693173	-0.29219165	0.14270729	-0.30434167	-0.15283282	-0.18579948	-0.32599345
-0.02295251	0.18650275	-0.15011878	-0.29991147	0.0133458115	-0.29381755	-0.13808864	-0.03903261	-0.11322606	0.06548526	-0.2684333	0.10309118	-0.44979632	-0.019130584	-0.036052387	-0.38653004
-0.40756372	0.51805294	-0.5254376	-0.027469432	0.4239706	-0.041090205	0.4127609	0.35545555	-0.38386008	0.41491377	-0.08182696	0.1467648	-0.048142415	-0.3924748	-0.2901386	-0.061812785
0.15894909	-0.08196281	0.023072189	-0.42786494	-0.2375288	-0.2862335	-0.27260256	-0.1538785	0.034082852	-0.09492561	-0.34277865	0.047705594	-0.5609507	0.164052	0.06753991	-0.53075176
-0.42655444	0.48408386	-0.4907315	-0.12957698	0.5213511	-0.18602626	0.5283954	0.41004646	-0.38381118	0.48864716	-0.13960524	0.31197324	0.034401536	-0.38341776	-0.39682242	0.02077313
0.42208764	-0.2080443	0.28273135	-0.3768487	-0.49843696	-0.22216767	-0.5911606	-0.34693152	0.19018726	-0.41269335	-0.34902272	-0.11428407	-0.62236303	0.3685298	0.24032572	-0.6209138
0.12014569	0.15523866	-0.06680967	-0.25346658	-0.09803222	-0.04692324	-0.180726	-0.089957595	-0.083261944	0.010833636	-0.22090966	-0.045721196	-0.39392105	-0.0389861	0.012166487	-0.37947422
-0.4579901	0.50870717	-0.5674243	-0.0649507	0.47759923	-0.049708053	0.4935196	0.36894676	-0.4217512	0.47799912	-0.034691907	0.21492627	0.07025594	-0.4896233	-0.3656085	0.06918808
1.4669095	-1.2308207	1.2815684	-1.2791015	-1.4912211	-0.85327095	-1.7862759	-1.365663	1.1716291	-1.3996403	-1.079902	-0.61224204	-1.5261551	1.3197377	1.1923888	-1.4572392
0.8069553	-0.47584063	0.6570641	-0.67527825	-0.7908083	-0.40629387	-0.9781421	-0.7334859	0.49732256	-0.6780422	-0.5602558	-0.29050067	-0.98855853	0.66654235	0.5597435	-0.8781104
